last,first,pos,num,blocks,dz_block,nz_block,oz_block,p1_block,p2_block,p3_block,ot_block,5v5_block,ev_block,sh_block,pp_block,block_for_oi,block_for_oi_5v5,shot_blocked,dz_blocked,nz_blocked,oz_blocked,p1_blocked,p2_blocked,p3_blocked,ot_blocked,5v5_blocked,ev_blocked,sh_blocked,pp_blocked,block_against_oi,block_against_oi_5v5,block_wrist,block_slap,block_snap,block_back,block_deflect,block_tip,block_wrap,block_other,blocked_wrist,blocked_slap,blocked_snap,blocked_back,blocked_deflect,blocked_tip,blocked_wrap,blocked_other,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh
PETROVIC,ALEX,D,6,76.0,76.0,0.0,0.0,25.0,30.0,21.0,0.0,64.0,64.0,12.0,0.0,243.0,203.0,37.0,0.0,0.0,37.0,10.0,11.0,15.0,1.0,34.0,36.0,0.0,1.0,189.0,174.0,41.0,32.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
GREENE,ANDY,D,6,154.0,153.0,0.0,1.0,51.0,54.0,45.0,4.0,106.0,115.0,39.0,0.0,484.0,339.0,43.0,0.0,0.0,43.0,10.0,12.0,20.0,1.0,34.0,41.0,2.0,0.0,239.0,210.0,68.0,30.0,50.0,6.0,0.0,0.0,0.0,0.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,105.0,1.0,115.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0
STRALMAN,ANTON,D,6,73.0,73.0,0.0,0.0,21.0,27.0,25.0,0.0,56.0,60.0,10.0,3.0,324.0,235.0,72.0,1.0,0.0,71.0,24.0,20.0,28.0,0.0,54.0,55.0,0.0,17.0,361.0,271.0,43.0,14.0,6.0,5.0,1.0,1.0,0.0,3.0,34.0,32.0,4.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,60.0,0.0,60.0,0.0,3.0,0.0,3.0,0.0,10.0,0.0,10.0,0.0
WIDEMAN,DENNIS,D,6,77.0,76.0,0.0,1.0,33.0,29.0,15.0,0.0,67.0,68.0,7.0,2.0,297.0,251.0,72.0,2.0,0.0,70.0,19.0,30.0,23.0,0.0,41.0,44.0,2.0,26.0,263.0,175.0,54.0,16.0,5.0,1.0,0.0,0.0,0.0,1.0,26.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,65.0,2.0,67.0,1.0,66.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0
MCILRATH,DYLAN,D,6,35.0,35.0,0.0,0.0,13.0,8.0,14.0,0.0,30.0,32.0,3.0,0.0,110.0,92.0,23.0,0.0,0.0,23.0,10.0,6.0,7.0,0.0,23.0,23.0,0.0,0.0,113.0,111.0,26.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
JOHNSON,ERIK,D,6,197.0,196.0,0.0,1.0,60.0,69.0,66.0,2.0,143.0,154.0,42.0,1.0,596.0,426.0,81.0,1.0,0.0,80.0,21.0,30.0,30.0,0.0,54.0,60.0,1.0,20.0,324.0,242.0,135.0,37.0,18.0,7.0,0.0,0.0,0.0,0.0,44.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,141.0,2.0,141.0,2.0,152.0,2.0,152.0,2.0,1.0,0.0,1.0,0.0,42.0,0.0,42.0,0.0
PATERYN,GREG,D,6,52.0,52.0,0.0,0.0,16.0,21.0,15.0,0.0,40.0,41.0,11.0,0.0,165.0,142.0,37.0,0.0,0.0,37.0,17.0,11.0,9.0,0.0,34.0,35.0,0.0,2.0,140.0,133.0,23.0,19.0,6.0,4.0,0.0,0.0,0.0,0.0,19.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,37.0,3.0,39.0,2.0,38.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
MUZZIN,JAKE,D,6,135.0,134.0,0.0,1.0,44.0,41.0,49.0,1.0,91.0,105.0,26.0,4.0,406.0,293.0,150.0,2.0,0.0,148.0,43.0,60.0,46.0,1.0,110.0,118.0,3.0,29.0,530.0,398.0,101.0,18.0,14.0,1.0,0.0,0.0,0.0,1.0,84.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,105.0,0.0,105.0,0.0,4.0,0.0,4.0,0.0,25.0,1.0,25.0,1.0
EDMUNDSON,JOEL,D,6,62.0,62.0,0.0,0.0,23.0,19.0,20.0,0.0,51.0,51.0,11.0,0.0,215.0,186.0,54.0,0.0,0.0,54.0,22.0,18.0,14.0,0.0,53.0,53.0,1.0,0.0,230.0,224.0,39.0,13.0,6.0,3.0,1.0,0.0,0.0,0.0,25.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
SCANDELLA,MARCO,D,6,105.0,104.0,0.0,1.0,28.0,41.0,36.0,0.0,83.0,86.0,18.0,1.0,390.0,315.0,107.0,0.0,0.0,107.0,28.0,35.0,44.0,0.0,91.0,101.0,0.0,6.0,311.0,271.0,79.0,8.0,12.0,4.0,0.0,1.0,0.0,1.0,55.0,40.0,11.0,1.0,0.0,0.0,0.0,0.0,82.0,1.0,82.0,1.0,85.0,1.0,85.0,1.0,1.0,0.0,1.0,0.0,18.0,0.0,18.0,0.0
WEBER,MIKE,D,6,61.0,61.0,0.0,0.0,19.0,22.0,20.0,0.0,53.0,53.0,8.0,0.0,149.0,123.0,22.0,0.0,0.0,22.0,7.0,8.0,7.0,0.0,22.0,22.0,0.0,0.0,118.0,117.0,48.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,52.0,1.0,51.0,2.0,52.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
PULOCK,RYAN,D,6,11.0,11.0,0.0,0.0,2.0,6.0,3.0,0.0,11.0,11.0,0.0,0.0,52.0,46.0,13.0,0.0,0.0,13.0,4.0,3.0,6.0,0.0,11.0,13.0,0.0,0.0,57.0,47.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,SHEA,D,6,160.0,160.0,0.0,0.0,57.0,55.0,46.0,2.0,114.0,130.0,29.0,1.0,544.0,391.0,100.0,1.0,1.0,98.0,34.0,30.0,36.0,0.0,70.0,80.0,1.0,19.0,468.0,337.0,102.0,36.0,13.0,7.0,0.0,2.0,0.0,0.0,44.0,41.0,14.0,1.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,130.0,0.0,130.0,0.0,1.0,0.0,1.0,0.0,29.0,0.0,29.0,0.0
DALEY,TREVOR,D,6,79.0,79.0,0.0,0.0,28.0,33.0,17.0,1.0,64.0,68.0,6.0,5.0,295.0,262.0,90.0,1.0,0.0,89.0,27.0,29.0,33.0,1.0,68.0,77.0,1.0,12.0,421.0,343.0,57.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,52.0,33.0,4.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,64.0,0.0,68.0,0.0,68.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0
WEBER,YANNICK,D,6,37.0,37.0,0.0,0.0,16.0,13.0,8.0,0.0,33.0,33.0,1.0,3.0,144.0,130.0,59.0,0.0,0.0,59.0,19.0,24.0,16.0,0.0,41.0,42.0,0.0,17.0,190.0,142.0,23.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,26.0,26.0,6.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0
RYAN,BOBBY,R,6,24.0,24.0,0.0,0.0,9.0,7.0,8.0,0.0,21.0,24.0,0.0,0.0,285.0,254.0,93.0,0.0,0.0,93.0,32.0,32.0,24.0,5.0,55.0,65.0,0.0,28.0,412.0,253.0,8.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,71.0,7.0,9.0,5.0,0.0,0.0,0.0,1.0,21.0,0.0,21.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANLUND,MARKUS,C,60,23.0,23.0,0.0,0.0,10.0,5.0,8.0,0.0,19.0,19.0,4.0,0.0,157.0,136.0,29.0,0.0,0.0,29.0,7.0,8.0,14.0,0.0,25.0,25.0,1.0,3.0,156.0,133.0,14.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
TREUTLE,NIKLAS,G,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,5.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,12.0,12.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,23.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAUN,JUSTIN,D,61,140.0,139.0,0.0,1.0,46.0,47.0,47.0,0.0,111.0,120.0,18.0,2.0,470.0,346.0,87.0,1.0,0.0,86.0,31.0,30.0,26.0,0.0,80.0,81.0,0.0,6.0,346.0,314.0,95.0,27.0,13.0,2.0,0.0,2.0,0.0,1.0,53.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,109.0,2.0,118.0,2.0,117.0,3.0,2.0,0.0,2.0,0.0,18.0,0.0,18.0,0.0
OUELLET,XAVIER,D,61,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,15.0,13.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASH,RICK,L,61,24.0,23.0,0.0,1.0,8.0,7.0,9.0,0.0,18.0,19.0,5.0,0.0,262.0,213.0,67.0,0.0,0.0,67.0,27.0,22.0,17.0,1.0,56.0,57.0,2.0,8.0,270.0,182.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,47.0,9.0,4.0,5.0,0.0,2.0,0.0,0.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
PLOTNIKOV,SERGEI,L,61,9.0,9.0,0.0,0.0,5.0,3.0,1.0,0.0,9.0,9.0,0.0,0.0,92.0,89.0,16.0,0.0,0.0,16.0,8.0,7.0,1.0,0.0,16.0,16.0,0.0,0.0,99.0,92.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOLCHINSKY,SERGEY,L,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONE,MARK,R,61,54.0,54.0,0.0,0.0,18.0,20.0,15.0,1.0,43.0,46.0,8.0,0.0,336.0,277.0,56.0,1.0,0.0,55.0,16.0,21.0,17.0,2.0,47.0,52.0,0.0,4.0,481.0,316.0,28.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,46.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,41.0,2.0,46.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
SUSTR,ANDREJ,D,62,66.0,66.0,0.0,0.0,24.0,19.0,23.0,0.0,55.0,57.0,9.0,0.0,293.0,223.0,42.0,0.0,0.0,42.0,21.0,9.0,12.0,0.0,42.0,42.0,0.0,0.0,268.0,254.0,43.0,17.0,4.0,1.0,0.0,1.0,0.0,0.0,29.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,54.0,1.0,56.0,1.0,56.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
GRYBA,ERIC,D,62,78.0,78.0,0.0,0.0,29.0,26.0,22.0,1.0,61.0,64.0,14.0,0.0,261.0,195.0,56.0,1.0,0.0,55.0,20.0,18.0,18.0,0.0,56.0,56.0,0.0,0.0,217.0,213.0,50.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,25.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,58.0,3.0,63.0,1.0,61.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
TROTMAN,ZACH,D,62,49.0,48.0,0.0,1.0,16.0,22.0,10.0,1.0,41.0,41.0,8.0,0.0,169.0,131.0,46.0,0.0,0.0,46.0,18.0,12.0,16.0,0.0,41.0,42.0,2.0,2.0,140.0,128.0,33.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,23.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
HAGELIN,CARL,L,62,14.0,14.0,0.0,0.0,4.0,5.0,5.0,0.0,13.0,13.0,1.0,0.0,128.0,99.0,35.0,0.0,0.0,35.0,6.0,14.0,13.0,2.0,30.0,34.0,1.0,0.0,151.0,136.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
WAGNER,CHRIS,R,62,26.0,26.0,0.0,0.0,16.0,6.0,4.0,0.0,23.0,23.0,2.0,1.0,101.0,89.0,18.0,0.0,0.0,18.0,6.0,8.0,4.0,0.0,17.0,18.0,0.0,0.0,80.0,77.0,14.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
MARCHAND,BRAD,C,63,35.0,35.0,0.0,0.0,9.0,15.0,11.0,0.0,21.0,23.0,12.0,0.0,343.0,248.0,74.0,1.0,0.0,73.0,19.0,29.0,22.0,4.0,57.0,64.0,4.0,6.0,355.0,266.0,16.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0,56.0,3.0,11.0,2.0,2.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
BOLLAND,DAVE,C,63,9.0,9.0,0.0,0.0,2.0,5.0,2.0,0.0,4.0,4.0,5.0,0.0,105.0,72.0,14.0,0.0,0.0,14.0,7.0,3.0,4.0,0.0,12.0,12.0,0.0,2.0,56.0,44.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
RIBEIRO,MIKE,C,63,20.0,20.0,0.0,0.0,6.0,8.0,6.0,0.0,20.0,20.0,0.0,0.0,235.0,211.0,20.0,0.0,0.0,20.0,4.0,8.0,7.0,1.0,17.0,19.0,0.0,1.0,413.0,304.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENNIS,TYLER,C,63,8.0,8.0,0.0,0.0,3.0,3.0,1.0,1.0,7.0,8.0,0.0,0.0,75.0,69.0,22.0,0.0,0.0,22.0,10.0,3.0,9.0,0.0,18.0,18.0,0.0,4.0,93.0,68.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRIEL,KURTIS,R,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLANDISI,JOSEPH,C,64,13.0,13.0,0.0,0.0,5.0,2.0,6.0,0.0,13.0,13.0,0.0,0.0,126.0,120.0,16.0,0.0,0.0,16.0,6.0,7.0,3.0,0.0,13.0,15.0,0.0,1.0,123.0,83.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANLUND,MIKAEL,C,64,57.0,55.0,0.0,2.0,22.0,19.0,15.0,1.0,45.0,52.0,4.0,1.0,331.0,270.0,61.0,0.0,0.0,61.0,13.0,15.0,30.0,3.0,44.0,52.0,0.0,9.0,391.0,268.0,33.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,45.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,45.0,0.0,52.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
BARTLEY,VICTOR,D,64,5.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HATHAWAY,GARNET,R,64,17.0,16.0,0.0,1.0,7.0,6.0,4.0,0.0,12.0,12.0,5.0,0.0,54.0,46.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,38.0,37.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
NOESEN,STEFAN,R,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDELL,TYLER,R,64,8.0,8.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,8.0,0.0,0.0,47.0,46.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,34.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHAW,ANDREW,C,65,21.0,21.0,0.0,0.0,9.0,9.0,3.0,0.0,21.0,21.0,0.0,0.0,241.0,236.0,64.0,0.0,0.0,64.0,24.0,13.0,27.0,0.0,58.0,60.0,0.0,4.0,329.0,258.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,6.0,3.0,0.0,0.0,0.0,3.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELSON,TURNER,C,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOURDE,YANNI,C,65,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKEYSER,DANNY,D,65,107.0,107.0,0.0,0.0,35.0,33.0,34.0,5.0,67.0,76.0,31.0,0.0,354.0,239.0,43.0,1.0,0.0,42.0,12.0,13.0,18.0,0.0,42.0,42.0,1.0,0.0,293.0,260.0,63.0,27.0,12.0,4.0,0.0,1.0,0.0,0.0,20.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,66.0,1.0,75.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,30.0,1.0
KARLSSON,ERIK,D,65,175.0,173.0,2.0,0.0,59.0,59.0,53.0,4.0,148.0,164.0,5.0,6.0,467.0,396.0,206.0,0.0,1.0,205.0,66.0,76.0,64.0,0.0,146.0,157.0,1.0,48.0,710.0,475.0,109.0,28.0,28.0,8.0,0.0,2.0,0.0,0.0,94.0,85.0,24.0,3.0,0.0,0.0,0.0,0.0,147.0,1.0,147.0,1.0,163.0,1.0,163.0,1.0,6.0,0.0,5.0,1.0,5.0,0.0,4.0,1.0
HAINSEY,RON,D,65,126.0,124.0,0.0,2.0,44.0,48.0,32.0,2.0,101.0,108.0,18.0,0.0,401.0,313.0,68.0,1.0,0.0,67.0,31.0,13.0,21.0,3.0,59.0,64.0,1.0,3.0,387.0,345.0,61.0,15.0,45.0,4.0,0.0,0.0,0.0,1.0,23.0,23.0,21.0,1.0,0.0,0.0,0.0,0.0,98.0,3.0,98.0,3.0,105.0,3.0,105.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0
STOLARZ,ANTHONY,G,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURAKOVSKY,ANDRE,L,65,24.0,24.0,0.0,0.0,7.0,6.0,11.0,0.0,23.0,24.0,0.0,0.0,238.0,230.0,62.0,0.0,0.0,62.0,23.0,22.0,17.0,0.0,59.0,62.0,0.0,0.0,275.0,249.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,21.0,2.0,23.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRENIER,ALEXANDRE,R,65,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOWD,NIC,C,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
