,Date,game_goals,is_playoff,reg_goals,playoff_goals,reg_games_played,playoff_games_played,reg_goals_total,playoff_goals_total,total_goals,reg_games_total,playoff_games_total
1184,2019-02-23,1,False,1,0,1,0,651,61,712,1064,121
1185,2019-02-24,0,False,0,0,1,0,651,61,712,1065,121
1186,2019-02-26,0,False,0,0,1,0,651,61,712,1066,121
1187,2019-03-01,1,False,1,0,1,0,652,61,713,1067,121
1188,2019-03-03,0,False,0,0,1,0,652,61,713,1068,121
1189,2019-03-06,1,False,1,0,1,0,653,61,714,1069,121
1190,2019-03-08,0,False,0,0,1,0,653,61,714,1070,121
1191,2019-03-10,0,False,0,0,1,0,653,61,714,1071,121
1192,2019-03-12,0,False,0,0,1,0,653,61,714,1072,121
1193,2019-03-14,0,False,0,0,1,0,653,61,714,1073,121
1194,2019-03-16,2,False,2,0,1,0,655,61,716,1074,121
1195,2019-03-19,0,False,0,0,1,0,655,61,716,1075,121
1196,2019-03-20,0,False,0,0,1,0,655,61,716,1076,121
1197,2019-03-22,0,False,0,0,1,0,655,61,716,1077,121
1198,2019-03-24,0,False,0,0,1,0,655,61,716,1078,121
1199,2019-03-26,1,False,1,0,1,0,656,61,717,1079,121
1200,2019-03-28,0,False,0,0,1,0,656,61,717,1080,121
1201,2019-03-30,2,False,2,0,1,0,658,61,719,1081,121
1202,2019-04-01,0,False,0,0,1,0,658,61,719,1082,121
1203,2019-04-04,0,False,0,0,1,0,658,61,719,1083,121
1204,2019-04-06,0,False,0,0,1,0,658,61,719,1084,121
1205,2019-04-11,1,True,0,1,0,1,658,62,720,1084,122
1206,2019-04-13,0,True,0,0,0,1,658,62,720,1084,123
1207,2019-04-15,0,True,0,0,0,1,658,62,720,1084,124
1208,2019-04-18,1,True,0,1,0,1,658,63,721,1084,125
1209,2019-04-20,1,True,0,1,0,1,658,64,722,1084,126
1210,2019-04-22,1,True,0,1,0,1,658,65,723,1084,127
1211,2019-04-24,0,True,0,0,0,1,658,65,723,1084,128
1212,2019-10-02,1,False,1,0,1,0,659,65,724,1085,128
1213,2019-10-04,0,False,0,0,1,0,659,65,724,1086,128
1214,2019-10-05,0,False,0,0,1,0,659,65,724,1087,128
1215,2019-10-08,0,False,0,0,1,0,659,65,724,1088,128
1216,2019-10-10,2,False,2,0,1,0,661,65,726,1089,128
1217,2019-10-12,1,False,1,0,1,0,662,65,727,1090,128
1218,2019-10-14,1,False,1,0,1,0,663,65,728,1091,128
1219,2019-10-16,0,False,0,0,1,0,663,65,728,1092,128
1220,2019-10-18,0,False,0,0,1,0,663,65,728,1093,128
1221,2019-10-20,1,False,1,0,1,0,664,65,729,1094,128
1222,2019-10-22,1,False,1,0,1,0,665,65,730,1095,128
1223,2019-10-24,2,False,2,0,1,0,667,65,732,1096,128
1224,2019-10-25,0,False,0,0,1,0,667,65,732,1097,128
1225,2019-10-29,2,False,2,0,1,0,669,65,734,1098,128
1226,2019-11-01,0,False,0,0,1,0,669,65,734,1099,128
1227,2019-11-03,0,False,0,0,1,0,669,65,734,1100,128
1228,2019-11-07,2,False,2,0,1,0,671,65,736,1101,128
1229,2019-11-09,0,False,0,0,1,0,671,65,736,1102,128
1230,2019-11-11,0,False,0,0,1,0,671,65,736,1103,128
1231,2019-11-13,0,False,0,0,1,0,671,65,736,1104,128
1232,2019-11-15,1,False,1,0,1,0,672,65,737,1105,128
1233,2019-11-16,0,False,0,0,1,0,672,65,737,1106,128
1234,2019-11-18,1,False,1,0,1,0,673,65,738,1107,128
1235,2019-11-20,0,False,0,0,1,0,673,65,738,1108,128
1236,2019-11-23,0,False,0,0,1,0,673,65,738,1109,128
1237,2019-11-27,1,False,1,0,1,0,674,65,739,1110,128
1238,2019-11-29,1,False,1,0,1,0,675,65,740,1111,128
1239,2019-11-30,3,False,3,0,1,0,678,65,743,1112,128
1240,2019-12-03,0,False,0,0,1,0,678,65,743,1113,128
1241,2019-12-04,0,False,0,0,1,0,678,65,743,1114,128
1242,2019-12-06,0,False,0,0,1,0,678,65,743,1115,128
1243,2019-12-09,1,False,1,0,1,0,679,65,744,1116,128
1244,2019-12-11,0,False,0,0,1,0,679,65,744,1117,128
1245,2019-12-14,0,False,0,0,1,0,679,65,744,1118,128
1246,2019-12-16,0,False,0,0,1,0,679,65,744,1119,128
1247,2019-12-20,1,False,1,0,1,0,680,65,745,1120,128
1248,2019-12-21,0,False,0,0,1,0,680,65,745,1121,128
1249,2019-12-23,1,False,1,0,1,0,681,65,746,1122,128
1250,2019-12-27,0,False,0,0,1,0,681,65,746,1123,128
1251,2019-12-28,1,False,1,0,1,0,682,65,747,1124,128
1252,2019-12-31,0,False,0,0,1,0,682,65,747,1125,128
1253,2020-01-03,0,False,0,0,1,0,682,65,747,1126,128
1254,2020-01-05,0,False,0,0,1,0,682,65,747,1127,128
1255,2020-01-07,2,False,2,0,1,0,684,65,749,1128,128
1256,2020-01-08,0,False,0,0,1,0,684,65,749,1129,128
1257,2020-01-11,0,False,0,0,1,0,684,65,749,1130,128
1258,2020-01-13,2,False,2,0,1,0,686,65,751,1131,128
1259,2020-01-16,3,False,3,0,1,0,689,65,754,1132,128
1260,2020-01-18,3,False,3,0,1,0,692,65,757,1133,128
1261,2020-01-29,1,False,1,0,1,0,693,65,758,1134,128
1262,2020-01-31,2,False,2,0,1,0,695,65,760,1135,128
1263,2020-02-02,0,False,0,0,1,0,695,65,760,1136,128
1264,2020-02-04,3,False,3,0,1,0,698,65,763,1137,128
1265,2020-02-08,0,False,0,0,1,0,698,65,763,1138,128
1266,2020-02-10,0,False,0,0,1,0,698,65,763,1139,128
1267,2020-02-13,0,False,0,0,1,0,698,65,763,1140,128
1268,2020-02-15,0,False,0,0,1,0,698,65,763,1141,128
1269,2020-02-17,0,False,0,0,1,0,698,65,763,1142,128
1270,2020-02-20,1,False,1,0,1,0,699,65,764,1143,128
1271,2020-02-22,1,False,1,0,1,0,700,65,765,1144,128
1272,2020-02-23,0,False,0,0,1,0,700,65,765,1145,128
1273,2020-02-25,1,False,1,0,1,0,701,65,766,1146,128
1274,2020-02-27,0,False,0,0,1,0,701,65,766,1147,128
1275,2020-03-01,2,False,2,0,1,0,703,65,768,1148,128
1276,2020-03-04,0,False,0,0,1,0,703,65,768,1149,128
1277,2020-03-05,2,False,2,0,1,0,705,65,770,1150,128
